Fitness,Accuracy,Complexity,Equations
16.1875000000000,10.5875,8,[a2*b4 + b1*b3 a1*a2 + 2*b1 a3*b1 + a4*b3 a3*a4 + a3*b2]
15.1000000000000,9.5,8,[a1*b1 + a2*b4 a1*a2 + b3 a3*b1 + a4*b3 a3*b2 + a4*b1]
15.1000000000000,9.5,8,[a1*b1 + a2*b4 a1*a2 + b3 a3*b1 + a4*b3 a3*b2 + a4*b1]
14.9750000000000,9.375,8,[a1*b1 + a2*b4 a1*a2 + b3 a3*b1 + a4*b3 a3*b2 + b1*b4]
14.9750000000000,9.375,8,[a1*b1 + a2*b4 a1*a2 + b3 a3*b1 + a4*b3 a3*b2 + b1*b4]
14.6750000000000,9.075,8,[a1*b1 + a2*b4 a2*b4 + b3 a3*b1 + a4*b3 a3*b2 + a4*b1]
14.6750000000000,9.075,8,[a1*b1 + a2*b4 a2*b4 + b3 a3*b1 + a4*b3 a3*b2 + a4*b1]
13.6500000000000,8.75,7,[a1*b1 + a2*b4 a2*b4 + b2 a3*b1 + a4*b3 a3*b2 + a4*b1]
13.6500000000000,8.75,7,[a1*b1 + a2*b4 a2*b4 + b2 a3*b1 + a4*b3 a3*b2 + a4*b1]
13.5375000000000,8.6375,7,[a1*b1 + a2*b4 a2*b4 + a2 + b1 a3*b1 + a4*b3 a3*b2 + b1*b4]
13.5375000000000,8.6375,7,[a1*b1 + a2*b4 a2*b4 + a2 + b1 a3*b1 + a4*b3 a3*b2 + b1*b4]
13.0250000000000,8.825,6,[a1*b1 + a2*b4 a1*b1 + a2*b4 a3*b1 + a4*b3 a3*b2 + a4*b1]
13.0250000000000,8.825,6,[a1*b1 + a2*b4 a1*b1 + a2*b4 a3*b1 + a4*b3 a3*b2 + a4*b1]
12.1750000000000,7.275,7,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a4*b1 + a4*b2]
12.1750000000000,7.275,7,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a4*b1 + a4*b2]
11.7000000000000,6.8,7,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a2*b1 + a4*b2]
10.8750000000000,6.675,6,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a3*b1 + a4*b2]
10.6500000000000,5.75,7,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a4*b2 + b1*b4 + b4]
10.6500000000000,5.75,7,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a4*b2 + b1*b4 + b4]
10.4000000000000,5.5,7,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a3 + a4*b2 + b1*b4]
10.4000000000000,5.5,7,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a3 + a4*b2 + b1*b4]
9.31250000000000,3.7125,8,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a3*b2 + a3 + a4*b4]
9.31250000000000,3.7125,8,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a3*b2 + a3 + a4*b4]
8.95000000000000,3.35,8,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 -a2 + a3*b2 + a4*b4 + b3]
7.93750000000000,2.3375,8,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a3*b2 + a4*b4]
7.93750000000000,2.3375,8,[a1*b1 + a2*b4 a1*b2 + a2*b4 a3*b1 + a4*b3 a3*b2 + a4*b4]
5.60000000000000,0.0,8,[a1*b1 + a2*b3 a1*b2 + a2*b4 a3*b1 + a4*b3 a3*b2 + a4*b4]
5.60000000000000,0.0,8,[a1*b1 + a2*b3 a1*b2 + a2*b4 a3*b1 + a4*b3 a3*b2 + a4*b4]
5.60000000000000,0.0,8,[a1*b1 + a2*b3 a1*b2 + a2*b4 a3*b1 + a4*b3 a3*b2 + a4*b4]
5.60000000000000,0.0,8,[a1*b1 + a2*b3 a1*b2 + a2*b4 a3*b1 + a4*b3 a3*b2 + a4*b4]
