Fitness,Accuracy,Complexity,Equations
12.3125000000000,6.0125,9,[b1**2 + b2 + b4 a1*b2 + a2*b4 a4*b3 + a4 + b1**2 + b2 a3*b2 + a4*b4]
12.2375000000000,5.9375,9,[b1**2 + b2 + b4 a1*b2 + a2*b4 a4*b3 + b1**2 + b2 + 2 a3*b2 + a4*b4]
12.2375000000000,5.9375,9,[b1**2 + b2 + b4 a1*b2 + a2*b4 a4*b3 + b1**2 + b2 + 2 a3*b2 + a4*b4]
12.1625000000000,5.8625,9,[a2 + b1**2 + b4 a1*b2 + a2*b4 a4*b3 + b1**2 + b4 + 2 a3*b2 + a4*b4]
12.1625000000000,5.8625,9,[a2 + b1**2 + b4 a1*b2 + a2*b4 a4*b3 + b1**2 + b4 + 2 a3*b2 + a4*b4]
11.9875000000000,5.6875,9,[a1 + a2 + a4 + b1**2 a1*b2 + a2*b4 a4*b3 + 2*a4 + b1**2 a3*b2 + a4*b4]
11.9875000000000,5.6875,9,[a1 + a2 + a4 + b1**2 a1*b2 + a2*b4 a4*b3 + 2*a4 + b1**2 a3*b2 + a4*b4]
11.9875000000000,5.6875,9,[a1 + a2 + a4 + b1**2 a1*b2 + a2*b4 a4*b3 + 2*a4 + b1**2 a3*b2 + a4*b4]
11.7625000000000,6.1625,8,[a4 + b1**2 + 2*b4 a1*b2 + a2*b4 a4*b3 + 2*a4 + b1**2 a3*b2 + a4*b4]
11.7625000000000,6.1625,8,[a4 + b1**2 + 2*b4 a1*b2 + a2*b4 a4*b3 + 2*a4 + b1**2 a3*b2 + a4*b4]
11.7625000000000,6.1625,8,[a4 + b1**2 + 2*b4 a1*b2 + a2*b4 a4*b3 + a4 + b1**2 + b4 a3*b2 + a4*b4]
11.7625000000000,6.1625,8,[a4 + b1**2 + 2*b4 a1*b2 + a2*b4 a4*b3 + a4 + b1**2 + b4 a3*b2 + a4*b4]
11.7125000000000,6.1125,8,[a2 + 2*a4 + b1**2 a1*b2 + a2*b4 a2 + a4*b3 + a4 + b1**2 a3*b2 + a4*b4]
11.7125000000000,6.1125,8,[a2 + 2*a4 + b1**2 a1*b2 + a2*b4 a2 + a4*b3 + a4 + b1**2 a3*b2 + a4*b4]
11.6625000000000,6.0625,8,[b1**2 + 3*b4 a1*b2 + a2*b4 a3 + a4*b3 + b1**2 + b4 a3*b2 + a4*b4]
11.6625000000000,6.0625,8,[b1**2 + 3*b4 a1*b2 + a2*b4 a3 + a4*b3 + b1**2 + b4 a3*b2 + a4*b4]
11.6625000000000,6.0625,8,[b1**2 + 3*b4 a1*b2 + a2*b4 a3 + a4*b3 + b1**2 + b4 a3*b2 + a4*b4]
11.5125000000000,5.9125,8,[2*a2 + a4 + b1**2 a1*b2 + a2*b4 a2 + a4*b3 + a4 + b1**2 a3*b2 + a4*b4]
11.5125000000000,5.9125,8,[2*a2 + a4 + b1**2 a1*b2 + a2*b4 a2 + a4*b3 + a4 + b1**2 a3*b2 + a4*b4]
